,review,target
1948,"I was hoping these would be like some of the lace shorts i bought from retailer last year that i loved so much. sadly, no. first of all they run small. i am between a s and xs in most brands, bought a s in these because i like my shorts on the looser side. these felt a little snug and short, but i decided to keep them. the first time i washed them, they were ruined. i followed the directions exactly and even put them in a lingerie bag in the washer, plus a delicate cycle, no dryer. the lace is man",0
1949,"Big pockets make it look more like a bathrobe than a coat. there are no internal pockets and the loops for the belt are pretty skimpy - just a bit of string. the color is great, but the quality leaves something to be desired.",0
1950,"I was looking for a lightweight top to wear with black linen trousers to a party, i was not sure of this top seeing it on a slender model (i am a more typical 50 year old mom body) and i have never worn a peplum style. i put it on for my husband and approved, so i wore it. i received many compliments - a few from good friends who congratulated me for going out of my 'comfort zone' with the style!",1
1951,"These are huuuuge! i'm 5'8"" 117lbs. i ordered the small, but unfortunately they were way to big. i might have tried the xs, however didn't care for the pattern as much as the picture. i think these would work better on taller fuller figure girls.",0
1952,On a hot summer 90 degree day the blue ink on the dress stained the dress and my new tory burch bag. i would never have expected that the blue print would bleed all over me and my new dress. great dress and such a wonderful fit...too bad its unwearable now.,0
1953,"I was so excited about these pants but they were a total disappointment in person. the fabric is a rough gauzy texture. the bottom has a big hem that weighs down the pants and makes them hang funny like you are walking on stilts or something, they do not hang or move well on the body. also, they are very long but small in the waist and have a high crotch so the fit is pretty off. sadly, these are going back.",0
1954,I love this more than my pineapple top. i am 128lbs and wear between a size 2-4 in tops got this in size 4 (same as the pineapple) and fits perfectly and comfotably. the color is white and has a lovely lace pattern. i would say it runs a litle on the small side. material is a bit more stiff than my pineapple top but i love the way it feels. in my opinion this is a staple top you can dress it up for a wedding or just going out its super lovely. they were so popular at the retailer near me tw,1
1955,"Super cute and comfortable! soft fabric drapes nicely. i wear this with an orange skirt, white shirts or jeans. i get lots of compliments on this top and get more use out of it than expected! i'm so glad i tried it on! a nice surprise.",1
1956,"Soft, pretty design and perfect length. i'm 5'6"" and the m fit perfectly!'",1
1957,"Very feminine, fun and if you like this style i highly recommend. i am a 6/8 and both fit the same so i went with the 6- 36c bust 29 waist-short torso. fabric nice and light and i need no cami! very attractive blouse and very retailer.",1
1958,The cut of the top portion of the dress is off. i tried on the s in-store & it bunched up in the breast area. i ordered a sp hoping the petite would fix the problem - nope - still bunched up. for reference i am a 34b. i would have kept the dress and given 5 stars if it wasn't for said flaw.,0
1959,"This shirt had everything going for it - the cut, the length, the fun texture, but when i stepped into the light it was totally see through. i don't want to have to wear another shirt underneath. this one is going back. definitely not a swing, but still cute.",0
1960,"I'm pretty disappointed in these. just bought the yellow pair and wore today for the first time. super cute and very comfortable. i was in love with them. they got two small stains on them from the day's activities ( and not even crazy, untreatable stains). unfortunately, the stains did not budge yet the color of the shorts washed out. they are completely ruined after one washing (on cold). i'm hoping this was a fluke and plan to order a second pair before they sell out. these will be going back",0
1961,"I thought i would love this shirt because it goes along with my style, but i returned it immediately. it runs so large! the colors are faded, and the trim of the shirt curl over, so it looks cheap and frumpy. i do not recommend this! it hits in all the wrong places.",0
1962,"So happy with this top. i love the fabric, the colors and the flowy fit!  definitely recommend!",1
1963,On my screen this looked like burnt oranges were mixed with pink but this was all pink & very washed put pinks - looked awful on me as brunette. maybe will work for someone who likes pastels. overall style was also disappointing- just hung. this went back.,0
1964,"I stumbled upon this dress yesterday at the store and fell in love with it! i wore it today with boots and received tons of compliments. it is light, comfortable and flattering. i love that it is machine washable, too!",1
1965,Cute top but started disintegrating after two washes. the delicate cutouts in the top tore apart. i machine washed it in the gentle cycle and didn't use the dryer. disappointed to have to discard the top after just buying it.,0
1966,I ordered a regular size small. would have got petite small if available. still very happy!,1
1967,"This shirt is so small. i am not sure who came up with the sizing but you have to go up several sizes to get a comfortable fit. don't waste your time on this shirt. such a shame, it could have been very cute.",0
1968,I ordered this dress before it became available in my local retailer store. i love the style of this dress but the fabric was not as expected. it is a heavy/fuzzy knit and i had envisioned something lighter and cleaner. i would love to see it in a different fabric! sadly returned it....,1
1969,The material is thin and of poor quality.  it snagged the first time i wore it. the arm holes are very low as other reviewers stated.,0
1970,"I'm happy the other reviewers made this dress work because it looked terrible on me. i'm 5,9"" and 128 lbs and it made me look like i had gained 25 lbs. as others have said, the pockets make the dress even worse-it's very hard to get them to lay flat. the material is lovely, soft and i liked the gray color, but this dress made me feel like i was wearing something from an asylum.",0
1971,"I really like this blouse. you could wear it tucked, but the pleats would disappear. my only complaint is that it's a bit too full round the waist. it would be a good choice for thanksgiving dinner!",1
1972,I was really excited to get this dress and to my dismay when i pulled it out of the package i could tell i would be disappointed. i tried it on and i was correct....it looked like i was wearing a huge tent. i returned it.,0
1973,"This top is beautiful, really special. i am a 32dd and this type of flowy top sometimes doesn't work for me but this one is fine. looks great with skinny jeans and boots or flats.",1
1974,"This is a cute item at a good price point, though the lack of lining in cartonnier items drives me batty. unfortunately, the wool is so itchy i could not tolerate it more than a second.",0
1975,I liked the idea of the diagonal color block but the fit of this tee was odd on me.  too tight around arms and way big and boxy around the mid-section.  going back.,0
1976,"The minute i put this on i knew it was wrong. firstly, the neck was quite tight and i had to untie the side tie. secondly, as i stood looking in the mirror, the dress simply read ""nightgown"". it was frumpy and too long on me. so back it went.",0
1977,"Cute staple in classic style overall.  fabric weight is good, will be able to get by with nude bra.  many wardrobe options with this staple.",1
1978,"Nice fitting, pretty and feminine. looks great with skinny jeans/leggings and boots. good in spring, fall and winter!",1
1979,"Bought this shirt in the black. runs tts, very comfortable and flattering. past left of center shirts in this style/fabric seem to run a little large, but i bought this in my usual retailer m, and it's great. very similar to last years style, but perhaps a tad more fitted. i gave it a 4 for quality b/c i have noticed a little bit of pilling under the arm area, but overall, it holds up pretty well.",1
1980,The fit on these is frustrating. with l space you almost have to try everything on first because the sizing is different from one cut to the other. i wear a 25/26 jean and a medium in this bottom still felt and looked too small.,0
1981,"First, i absolutely love cloth & stone. but lately i'm finding some of the styles are going in a direction that just doesn't fit my style. that's ok because they still have some good basics. 


what i mean is the cut. a lot of their pieces are super long in the back and super short in the front (ie their slip dress they have out right now). this particular tank is like that, although this one is borderline. the sides cut up a little too high for my tastes and i can't help but think i'm wearin",0
1982,I was very excited to get this but very disappointed once it arrived. the fabric on the back is thin and clingy. i think you'd have to wear a slip underneath. cute design on the front but sadly it's going back.,0
1983,"This top was surprisingly very flattering. it hugged my curves in just the right way and the slits on the side are a nice touch. i'm 5'2"" and about a 34c and the xs was tight (in a good way) around my chest and then more flowy after. soft material and the red color is beautiful!",1
1984,"I am 5'2"", 110 lbs and i ordered my usual size xs and they fit perfectly. they are so soft and comfortable and keep me very warm. i can't wait to take them with me when we go to the snow next month!",1
1985,"Timeless skirt. just don't like the placement of the slit, so maybe i'll sew it up.",1
1986,I have this in both the black and red. great design. very flattering and soft. the red is the perfect color. will get a lot of west from these for many years.,1
1987,"Got this top in the blue/orange plaid. its super cute and i love the style much better than your typical straight button down plans shirt.
i highly recommend it!",1
1988,"I wear an 8-10 and these are a little big on me, which is surprising. they also don't lay really flat in the back. the pockets are inside in the back, in side two layers, and don't lay very flat. the crotch is low and rides up when i walk.
i'll probably wear them again, but i'm not totally thrilled by them.",0
1989,These fit around the waist but there is so much fabric and it poofs out and looks awful and bulky. no way.,0
1990,This is perfect if you are looking for comfort and style in the same bathing suit.,1
1991,"It's pretty, floaty, feminine; the photos don't do justice to the prettiness. but the photos also don't show an asymmetrical hem. i understood it runs small so i got two sizes, to be safe, and even my larger size was strangely short-waisted, and i'm short-waisted to start with. maybe i could've lived with that, but both the dresses i received have an uneven hem unlike any i've ever worn or seen before. it's not longer on just the sides; the hem is longer in one spot on the front, and one in the",0
1992,"Its a pleasure to wear this sweater! it feels like you are wearing a hug! it's that cozy! yet, it's almost weightless, which is nice for me because i get overheated easily. the only slight downfall is that it is dry clean only. i got this in charcoal but both color options are so pretty and you will be pleased how dressed up and flattering they look without giving up comfort!",1
1993,"Well, the model looks great and i really like interesting unusual designs as it can be really unique for very long time. i tried and when i opened package it was funny looking tent with several beautiful buttons. fits like tent, long, huge, make me look like i am on military trials and i supposed to be some sort of target.",0
1994,"These are nice, comfortable summer pants that travel well. the material has a nice feel to it,lightweight, but not too thin. they are easy to wear with any summer top, and look just dressy enough. i like the elastic waist, but the pants will stretch out a bit, and run a little large.",1
1995,This skirt fits in a strange way. there is one pleated area but it is on the side so it is not flattering and i kept feeling as if i wanted to straighten the skirt.. the elastic looks frumpy. unflattering.,0
1996,"I really wanted this to work. the embroidery detail is very pretty. however, the inside of the sweatshirt is a bit scratchy from the embroidery so i would recommend wearing a cami or tank. the sweatshirt is also on the short size. the small hit the top of my jean waist. in the end, i decided to return it:(",0
1997,"This top looked so cute in the picture, but unfortunately doesn't live up to it! the one i received, actually has the print shown in the photo on the inside of the shirt. it makes it much darker, and boring. the shirt itself is on the short side, and would've looked better if it hit lower on the hips, there's just too much fabric for it to land higher than that.",0
1998,"The print and style we're great! unfortunately, my bust unbuttons the top. there's no way i can wear this, even if i sized up.",0
1999,I ordered my usual medium. the tops length came only to my waist  and was wide and unflatering.   the armholes were right under my arms. too bad as this looked so cute in the picture. i returned.,0
2000,"I received this dress in the mail yesterday. right away, i noticed the coloring wasn't quite the same as it appears in the images online. in person, the hints of brown appear more bronzy and shiny, as opposed to more muted. i was willing to look past that, but then i tried it on. i ordered a small, which is my typical size in retailer dresses. it ran quite large and was way to long for me (i am 5' 4''). overall, between the coloring and sizing, this dress wasn't a hit for me.",0
2001,"Great skirt! i bought the red and paired it with a casual white button down. i feel like the top definitely needs to be short or tucked in for the look to work. i am typically a 2 in bottoms, and went with the small in this. the xs probably fits more like it's intended to, but it is very curve-hugging, and i was more comfortable with the looser fit of the small (especially since i am tucking in a blouse). there is stretch in the skirt, and the fabric has a nice feel.",1
2002,"I got this in blue and i love it! it skims your curves without being clingy, and it is very comfortable. i was hesitant to buy this, but it's surprisingly flattering! it will be perfect with heels for early fall, then worn with a long sleeve shirt and boots when the temperatures dip. my only caution is that it is shorter than it appears in this photo. it falls well above my knees, and i am shorter than the model. regardless, i am thrilled with my purchase!",1
2003,"Sizing: i'm have broad shoulders/back, 36c (34d), short waist, and i usually wear a m in a knit top. that's what i bought, so i'd say that this tee is tts. it is a little longer in the back than front, but not as a high/low top would be. rather, it's sort of tunic-like in style. i have worn it over leggings with and without a sweater, and the added length covers me. i admit that i'm a tad on the short side at 5'2"", and that i have no hips (straight up and down) and no waist. my shape is an upsid",1
2004,"This dress is comfortable and stylish at the same time. it runs true to size. i'm 5'1"" 113 lbs and got the xs petite. wore it once so far for a few hours and got a few compliments on it!",1
2005,"Very cute top. i ordered the white & it is thin so you might want to wear a cami with it. will look very cute with jeans, shorts or skirts. love the back! wish it came in more colors - would definitely order it in black.",1
2006,"I loved this dress from the moment i tried it on. so flattering to my postpartum body without being a huge tent. soft fabric, and for a white/lightly striped dress, not sheer. i'm bummed because after washing only twice (followed the instructions to wash) on gentle cycle and low tumble dry, holes started appearing everywhere, both on the cream ribbed hem in the front bottom and all across the chest, in the white part of the fabric only (it looks like the black stripes are holding the holes toget",0
2007,"This is a cute top but it runs pretty big. order a size down. the material is like a thick gauze almost, so i'd definitely wear a tank under.",0
2008,"I ordered this to wear for a holiday party hoping to have something unique and dressy. it was too bulky at the shoulders and looked like something a football player would wear. the little ruffled flower pieces were random at the top and stuck out in all the wrong directions. it wasn't as elegant as the model pic (is it ever?) and for this price should fit like a glove. went back within seconds. also, it's pretty short, and bulky short isn't flattering on too many people.",0
2009,"I am a collector of clothes and textiles. that is a passion. this blouse meets all the criteria of something treasured from times past. the roses are almost charles rennie macintosh. i am so happy to own this blouse! it fits perfectly and makes me feel beautiful, stylish in my own style.",1
2010,"Gorgeous colors, great neckline (can be worn off one shoulder), the slits on the side allow for wear as tunic or as half tucked. very cute.",1
2011,"Love the pockets! fits loose, but lies nicely. comfy but able to be dressed up or down. great versatile dress.",1
2012,"I bought 3 shirts in gold, black and red. they arrived larger than expected. after the first wash and air dry they shrunk. i would have been thrilled but they shrunk to be shorter while staying too wide. also my black shirt faded a lot with one wash.",0
2013,"This sweater is super soft and comfortable. runs very big. i usually wear a large, i purchased a medium and it is almost too big.",1
2014,"I wish there were be fewer asymmetrical tops in the store. i see many tops i like until i discover they have an asymmetrical hem and are longer in the back, which i do not prefer.",0
2015,"Beautiful, timeless dress. runs small, straight fit. can't wait to wear it to work or a function,",1
2016,"I tried this shirt in the purple motif, it fit true to size, my normal small worked well. all was good on the front turned around to admire the slight detail of the neckline in the back and all i could see with the red thread the designer used to sew their tag in. really? on a white shirt? it annoyed me so much i didn't buy the shirt.",0
2017,"This jacket is amazing! i at first bought the medium because that is what i usually wear on top. when it arrived in the mail i put it on asap. it fit but was definitely too form fitting to wear a sweater or long sleeve shirt underneath. so i called the store and asked them to reserve a large and that one fit perfectly! it's loose enough to wear something underneath but not so loose that it looks to big. it is so soft and cozy, and the hood is my favorite part!",1
2018,"This sweater was unflattering me, very boxy and did not fall on me like the model. soft fabric and looks nice off, however this one went back.",0
2019,"I wish i could keep this dress based on the pretty orange print and style but the fabric and details make this a return, even on sale price :( agree with previous reviews: bodice too tight, neckline too high/chokes, fabric is rough, outer is poorly attached to liner so it poofs in weird areas. too bad...so sad!",0
2020,"I really love this piece. it's so different from anything else i own! the material has a lot of fine details to it that are hard to see in the photos. easy to dress up with a bit of jewelry and heels. the only downside is the upper body fit. i'm 5'6"" and 130 lbs with more of an hourglass shape. i did not fill out the top at all, although the shorts fit fine around my waist.",1
2021,I don't normally like how i look in rompers but this one was so cute i had to try.  i was pleasantly surprised that it fit great and was comfortable too!,1
2022,"This dress is a beautiful cut, and thankfully, it comes in petite so it fit my frame. i ordered it in my usual size in both 2r and 2p and will be returning the r. checks are cute and can be dressed up for work or for social event depending on goal. fabric is a little scratchy but texture and cut are great.",1
2023,"I was looking for a top to wear out that was chic but not too dressy. this top fit the bill. the sleeves and the embellishments give it a very feminine touch. i paired it with skinny black ankle pants and black heels and received lots of compliments. it is comfortable and easy to wear for a long night out. it does run big so i recommend sizing down. also, the sides are slightly sheer but i wore a black tank underneath without a problem. great top!",1
2024,I like the idea of this but had to return it. the fitted liner is attached at shoulders and awkward to get into. the shirt is too poofy. didn't flatter short and curvy.,0
2025,"I love the maeve line and was excited to get this dress. unfortunately, the fit was just bad. the top fit fine but the bottom half was too snug and there were unattractive gaps around the waist and the pockets. don't think another size or tailoring would address the issue. for size, i am 5'4"", 130 and ordered the 6.",0
2026,"I loved this skirt when i tried it on. the material is soft with a bit of stretch. i'd say this runs a little large. for reference, i'm usually a size 2/4 in retailer and the 2 was still a little large towards the end of the day as it stretched out. 

however, my disappointment was with the buttons.i wore it for a day when all of a sudden the top button popped off. fine, that button is the most used. i sewed it back on myself and even reinforced the top three buttons that i use to take on and of",0
2027,"Short and wide. the color and print are so pretty, but the shape isn't flattering, at least not to me. might work better on a teen?",0
2028,"Definitely cute and good fit but the distressing at knee is open and will probably get worse, worth it if price lower... maybe",0
2029,"I ordered a six 6 petite. the pant leg was still very long. and if i have it tailored it will not preserve the whole point of these pants having a flare. this is a slim fit. i have heavy thighs and this was not for me. i'm 5' 120 lbs. also the tag warns that the fabric may leave color on lighter clothing. which i don't get, because it's spandex blend. also wasn't too hip in the zipper on the back.",0
2030,This is a nicely made and comfortable sweater that is fun to wear. i have worn it with jeans and a t shirt and have received compliments on it.,1
2031,This blouse fits true to size. i carry alot of weight in my mid section and this blouse easily covers and hides my mid section where i'm not having to tug or pull down. i have this blouse in the olive green in xl and it fits perfect. i wore this on christmas with my family.,1
2032,"No, but i'm not a small person. i'm 5'8, a size 6 on top, 8 on bottom. i don't love this on the model online, but i saw this on naomi's blog, love taza, and thought it looked amazing. i tried it on in my retailer, and while they only had a m/l, since i'm tall, i figured that'd be fine. oh. no. not fine. it's huge. like, it could almost cover a twin bed. it was a couple inches longer on me than on the model, and doesn't arc down in a drape nearly as well, so just looks, huuuge. i thought i was bein",0
2033,"So i really loved this dress. i am tall (6ft) and the size 8 was perfect length. i would have worn it with flat dressy sandals. i would say it is true to size. i am not a flowy dress kind of girl but this was just the perfect amount of ""flow"" without making me feel like i was wearing a long potato sack. the back is just gorgeous and unique. here is why i couldn't make it mine. the tube top part is completely detachable and extremely thin. there is literally not much to it and i'm not sure it wou",0
2034,"Beautifully made, designer sweater. and it's soft and comfortable. i decided to return because it's just too much for my body.  the fringe, which is quite long, overwhelmed my shape and i looked much larger than i am. the color is true white. the knit itself is fuzzy. it closes with a single button on the placket at the neckline. although not for me, i do recommend.",1
2035,"This coat is awful, just awful. i bought it based on the reviews, my husband said it looks like i am wearing a mattress. it looked awful. i really really liked the softness and that it wasn't like another puffer coat, it was also stretchy and the buttons super easy to wear, but the look, style, and design make it very unflattering. it looked so bad that i took it off right away. so disappointing!",0
2036,"This is a really pretty shirt - the colors are beautiful.  it runs large, and it's semi-sheer.  shape is loose and boxy, but because it's more sheer, it didn't seem as boxy.  i'm tall, and this was long enough.  only change would be to make the sleeves a little less bell like.  not tight, but lose some of the volume.",1
2037,"These pants are really pretty and comfrotable, and i took a cahnce ordering them with a ""31 inch inseam:, i thought perhaps they would work with a 4-inch heel...howeverm it is not the case, tey much be much longer than 31 inches. due to the cut out i will not be able to have htem hemmed, so htey must go back. if you are taller, i recommend, they are truly flattering.",1
2038,"I ordered this in tan and white, but ended up returning it. the material is a bit thin (but soft). the shape of the top was decent, i didn't think it was too boxy but i didn't like how the seams looked on the sides. ultimately i didn't think it was worth the price.",0
2039,Added this dress to my summer wardrobe in the rust color. it's a very relaxed dress. easy to throw on. as others have suggested in going to add a belt to this to add a little more flair. but i love this designer. but it does run large. sizing down helps immensely.,1
2040,"The print on this dress harkens to the old days of retailer. if you miss the fun prints and whimsical styles, playful textures, and conversational pieces - this dress is for you! at 5'7"", 34c, 27-28 waist, i bought the size 4. runs tts. site claims it's a fit and flare but i think it's more of a sheath cut. the thicker canvas like material has stretch but gives good form. i wear mine as a jumper/pinafore with a white shirt sleeve blouse. my only complaint is that - as a dress - the arm holes are a",1
2041,"I love the cut of this top, it flares out nicely, and is very stylish. the blue is also soft on every skin tone! even my super pale skin :-) i like that it has some detail, not just the plain chambray/denim color. the xs was nice, i didn't try petite or xxs, just bought the xs in store... you can adjust how tight the fit is by tying the top and loose is nice in this style. the length was also good. (115 lbs, 30dd chest)",1
2042,"Beautiful dress, skims the body perfectly and flatters. the silky and breathable fabric is everything-- it's made of cupro (used as a silk substitute but breathes like cotton-- uniqlo uses it in their ""airism"" products which makes it perfect for summer weather!). i wore it to a summer barbecue, dressed down with a denim shirt tied at the waist and simple jewelry, but can easily dress it up with a chunky heeled sandal and statement jewelry. it's gorgeous-- get it! 


the colors of the fabric a",1
2043,"I had my eye on this skirt online but it sold it out in my size 2 so i ordered a 0 and crossed my fingers. before it arrived, i happened across a size 2 at my retailer store that someone had returned. it fit perfectly. i am 5'6"" and my waist is 25/26. it is high waisted but i thought that added to the fit and made it stand out from the usual black skirt. it fit my waist and hips./butt fine. it is quality material and has a structured fit and great length. it is unique and classic. i can see this b",1
2044,I loved this dress. the details in the embroidery are gorgeous and reminds me of another holding horses dress i own. what didn't work out is its a swing design but the fabric is thick and doesn't swing well. it's white and makes one look a bit heavier because of the generous cut. this could work on a tall person but on my short frame it didn't work.,0
2045,"Easy to wear! cute, comfy...will be a go to for summer.",1
2046,"The fabric is super soft and comfortable and the look is cute, however the drape on the front crossover is not great and doesn't flatter well. the shorts will probably run a little on the short side for some - i'm very short (5') and the length is great for me but i'm guessing not for the average height.",0
2047,"I wanted to love this top, but had 2 major problems with it. first, it's not for short girls. i'm only 5' tall and it was a total mess on me proportion wise. the sleeves were way too long and the seam where the sweater and peplum meet hit right in the middle of my butt, which was terribly unflattering. second, the grey fabric was very thin and kinda cheap looking. no regrets on returning this one.",0
2048,"This dress is gorgeous! i sized up from my usual 6 to an 8, cause i'm not much for form fitted dresses. however, it was still pretty body con for me. i passed in it for now, but in the future i might try a 10 petite?? the color is a nice brick red with a textured whitish pattern. and it is soft ... like i wanted to snuggle up on the couch in it, but i had to refrain! i've been having bad luck with zippers from retailer dresses recently, but this one was smooth sailing and pretty too! the length wa",1
2049,"I saw this classic beauty on a mannequin with black trousers, and it looks gorgeous so i went back to try it on! looks better on vs on the table
i have broad shoulders and the small worked",1
2050,This shirt is just so easy breezy! i got the blue motif and love the pattern. the top is loose but it's supposed to fit that way. i have a feeling this will be my go to for the spring summer! i'm about 136lbs and ordered a small.,1
2051,"Incredibly soft and comfortable, not as fitted as i would like (this often happens to me with skinny pants, though). i want to wear these guys everyday!",1
2052,It does run a little small. my regular 2 fit but snug. the colors were drab and the material felt like straw. the lining is really silky and nice. just didn't work for me .,0
2053,"If you're pregnant, congratulations. this shirt is for you. if you've ever dreamed of being an xxs, this shirt is also for you. i'm a 34d, normally a small or medium, but often size down to xs in swing tops. the xs is ginormous on me, although it fits through the shoulders. i can hold onto the bottom and stretch my arms straight out at the sides, it's that wide. think flying squirrel. what doesn't show in the pictures is that it also has a slight dolman sleeve, which makes it look wide at the to",0
2054,"This t shirt is huge. i am 5' tall, size xs and i am swimming in this xs. i'm trying a size down. it is meant to be oversized but this is extreme.",1
2055,"Great sweater to brighten those gloomy winter days. this is a beautiful sweater, soft, colorful. perfect.",1
2056,This is one of those you can tell from the hanger that it's not going to work. too boxy. too short. and the girlish ruffle makes it look like an over-sized child's shirt that got all messed up in the washing machine.,0
2057,"I'm so thrilled with these! the fabric is a little heavier, and they just fit really well when similar styles tend to be baggy.",1
2058,"I'm a tunic lover so i'll usually take a chance on them. i""m 5'4'' and usu a size 8 or medium. i ordered a small instead of a usual medium since other reviewers said it runs small. this hits about mid thigh which is a good tunic length but the overall fit is oversized. it's more like a swimsuit cover up rather than a nice blouse. that's really the best way to sum it up. oversized swimsuit cover-up like top. i'm going to exchange it for an xs but i think even that's too large.",0
2059,"I think this top works best for a petite person. i am 5'1"" and 106 lbs. the xs is perfect for me. i love it so much, i purchased it in more colors. i machine washed and line dried. it washed beautifully.",1
2060,"Wanted to love this sweater for its beautiful colors and cute graphic, but the fit is uncomfortably small and it is so itchy i was yelling, ""get it off"" in the fitting room. bummer.",0
2061,"Gorgeous design, but it was just so heavy. i felt overwhelmed by the amount of fabric, although this is my fault for thinking i could get by in regular sizing as petite was sold out. will be returning",0
2062,"I love the designs of tiny blouses. but i wish they could make them more durable. i have owned several blouses in the past where i have to use a little pin to secure the button line from pulling at the breast area, or that after a few delicate washings have come apart at a seam. and ironing or steaming them is a must. this blouse was no exception. it went back because of pulling at the bust. i'm willing to take some extra care of my clothing out of my busy schedule, but i shouldn't have to! 5'7""",0
2063,I would have l loved to keep it but even the 0p was big. i have pretty broad muscular shoulders and back and i was swimming it. i wish retailer would stock more petites. i would repurchase if the 00p was available.  they always sell out very very quickly and they never restock.,0
2064,"These run at least 2 sizes smaller than other styles of the same brand, mother. such a bummer because the quality is totally on point. i'm going to exchange them for a huge size i guess. whatever, i don't mind having a size that's so much larger than all my other jeans. i just mind the complete hassle of the exchange process. i wish mother would get their sizing issues under control. it's not retailer's fault. so annoyed.",0
2065,"I ordered the black & white, 00 petite. i'm 5' 2"", 96 lbs. and i order petite sizes all the time. the length for the size i ordered is about 23"" (on the back, from neckline) which is great for me; however, the length on the sides is way too short. the distance between the armpit on the blouse and the side hem is only 9.25"", so my skin shows on the sides all the time when wearing regular jeans. not at all the way it shows on the model. i would order 00, regular length, but then the sleeves will b",0
2066,"I love this jumpsuit.

i would like to first say that, while a gorgeous model, i actually think this piece looks even better on different body shapes! 

sizing 
i love the shape, the style, and the comfort. i tried it on in a dressing room where it turns out another woman was trying it as well. i am 5'5"" and usually wear a 4 or 6 and got the small. she was a bit shorter and pettte and it looked fabulous on her! it is loose all over, and so flow and fabulous. it hits me where it hits the mod",1
2067,"This sweater was just okay. i am happy to pay $100 or more for a sweater but this one was somewhat itchy, and not the quality i expected for that price. i may have kept it if it were at about half the price, but it just was not worth it. retailer prices seem to be going up and up and the quality less and less. i had similar experiences with a couple of shirts that i ordered over the summer. looked great in the photos, but unfortunately in person were not quality garments.",0
2068,"Love the shape and cut of this top but it is so sheer you could see my belly button through it. if it was a dark color i would buy it. wore my regular size small. i'm 5'5""130lbs  and 32dd.",0
2069,"Tried this twice in yellow because for the price it seems like it would be such a useful piece, but the quality is below average for an retailer dress. it's just a shapeless, thin, beach cover-up that i could've picked up anywhere. the yellow color is so cute though. if you're looking for a light, breezy, go-to-the-beach dress that you can shove in a bag with your towel, this might be good for you, but it's too thin for just about anything else.",0
2070,"I've rarely met a maeve item i didnt like. initially looking at this dress i thought it was suede but it's a structured cotton, making it a little more stiff than i'd like. i feel that making it suede would've been perfect for this dress. i am 5'2 140 lbs. usually a 4-6, i tried on the 6 and it was a great fit except for the chest area (34d) and the butt/hips area, making this dress a little less shift and a little baggy in the abdominal region. i then tried on the 8 and it was way too big all a",0
2071,"Bought the tan/taupe joggers today in asheville. so soft and comfy, will probably go back for navy ones. i found them true to size. will be a great, cute addition to my summer wardrobe.",1
2072,"I wanted to like this but it just didn't have much of a shape, not flattering at all. maybe if i was taller?",0
2073,"I ordered this tee despite the price. the fabric is very thin and the quality was poor. nice concept for a tee, but failed in quality and value. it was returned.",0
2074,"Maternity like, and although the back is really cool, there is too much material in the front and it is almost like thin ribbed long underwear/pajama. returned.",0
2075,"I bought this in late august and have been wearing it ever since. i love that you can wear it either on or off-the-shoulder. the second option adds sexiness even though the top is flowy, comfortable, and easy to wear. on the shoulder i've even worn it to work on casual friday. the print is versatile, and i like that the fabric has a little heft while still being soft and drapey. i definitely recommend, especially since i notice it is now on sale!! it is generously sized, so i'd recommend erring",1
2076,"Love this tee! lightweight, airy and comfy. i think it fits true to size. so soft and summery. can't wait to wear it this summer!",1
2077,"I purchased this blouse over the summer and it's very pretty. i love the cap sleeves with the lace and the detail in the front. it can be dressed up or dressed down, my only complaint is that it wrinkles very easily.",1
2078,Large and the material is too bulky. i returned it.,0
2079,"I was so excited about this top, super cute and fit perfectly but as soon as i washed it (cold, hand wash, air dry) it shrunk! now it is too short and tight. i did not expect the material to shrink so very disappointed.",0
2080,"Adorable top, but i have to agree with what two other reviewers said... that is is boxy and unflattering. i have a similar patterned top, also by maeve, but the sizing on that runs small, medium, large. the s petite that i have doesn't fit quite the same as the 4 petite in this blouse. this is definitely more ""square"" in the torso, and the ruffles do stick out more - very flouncy. it just made me look frumpy instead of the sexy date night look i was going for. i am 5' and 120 lbs. also, i didn't",1
2081,"I wanted to love this sweatshirt, but alas, it is going back. upon opening and unfolding, the first thing i noticed: the dots and not solid. they are sort of distressed looking, with parts of them missing. secondly, it doesn't have a lot of structure. it's soft and kind of floppy but in a weird way. it's just not flattering on me. it looks more like a pajama top than something i would wear out of the house. for reference, i ordered the 3, and i'm usually a 10/12 in tops.",0
2082,I wanted to wear this for my journey to cuncun and i wanted the blight pink as photo however it was a dark pink which didn't fit to me unfortunately... but the design was pretty!,1
2083,"I am floored by the amount of positive reviews on this dress! when i received it, it looked nothing like it does on the model. the bottom looked like dirty sand and was completely wrinkled. if you have anything above a c cup, the top looks completely unflattering. i looked so top heavy in this dress! definitely not worth the price. so disappointed.",0
2084,"The top is made well and has a strap holder to keep your bra hidden which is always a nice feature. however the amount of fabric made it unflattering on me. the overall design is fun and i probably would have purchased if it had been more fitted and flattering. i have a medium on in the photo, my measurements are 38-30-40.",0
2085,"I wanted to love this so much! i am 5'8 and normally do a size large in retailer, but based on the previous review i sized down. the top fit fine, but the bottom just sort of poofed out. not flattering. it does have pockets which are amazing, but overall, just wasn't a good fit. the top is t-shirt material, not denim.",0
